LATITUDE,LONGITUDE
45.4225460000,-75.6969720000
45.4225820000,-75.6969900000
45.4226180000,-75.6970090000
45.4226570000,-75.6970280000
45.4226980000,-75.6970420000
45.4227340000,-75.6970640000
45.4227670000,-75.6970830000
45.4228010000,-75.6971050000
45.4228350000,-75.6971270000
45.4228660000,-75.6971430000
45.4228880000,-75.6971600000
45.4229040000,-75.6971760000
45.4229130000,-75.6971870000
45.4229120000,-75.6972020000
45.4228860000,-75.6972180000
45.4228720000,-75.6972220000
45.4228590000,-75.6972260000
45.4228490000,-75.6972310000
45.4228410000,-75.6972380000
45.4228320000,-75.6972460000
45.4228250000,-75.6972550000
45.4228180000,-75.6972700000
45.4228190000,-75.6972850000
45.4228260000,-75.6973130000
45.4228410000,-75.6973390000
45.4228620000,-75.6973560000
45.4228910000,-75.6973620000
45.4229230000,-75.6973600000
45.4229530000,-75.6973530000
45.4229760000,-75.6973470000
45.4230010000,-75.6973350000
45.4230210000,-75.6973270000
45.4230350000,-75.6973280000
45.4230580000,-75.6973340000
45.4230870000,-75.6973460000
45.4231180000,-75.6973570000
45.4231530000,-75.6973720000
45.4231900000,-75.6973930000
45.4232240000,-75.6974170000
45.4232550000,-75.6974470000
45.4232840000,-75.6974820000
45.4233150000,-75.6975180000
45.4233470000,-75.6975560000
45.4233830000,-75.6975910000
45.4234220000,-75.6976180000
45.4234620000,-75.6976500000
45.4235080000,-75.6976830000
45.4235530000,-75.6977180000
45.4236020000,-75.6977540000
45.4236480000,-75.6977890000
45.4236910000,-75.6978230000
45.4237320000,-75.6978570000
45.4237690000,-75.6978890000
45.4237990000,-75.6979230000
45.4238210000,-75.6979490000
45.4238360000,-75.6979630000
45.4238490000,-75.6979660000
45.4238590000,-75.6979600000
45.4238650000,-75.6979490000
45.4238690000,-75.6979360000
45.4238700000,-75.6979130000
45.4238830000,-75.6979580000
45.4238900000,-75.6979910000
45.4238960000,-75.6980220000
45.4239030000,-75.6980500000
45.4239140000,-75.6980720000
45.4239270000,-75.6980840000
45.4239360000,-75.6980890000
45.4239460000,-75.6980890000
45.4239350000,-75.6980950000
45.4239170000,-75.6980830000
45.4239050000,-75.6980870000
45.4238870000,-75.6980900000
45.4238780000,-75.6980870000
45.4238690000,-75.6980800000
45.4238610000,-75.6980700000
45.4238480000,-75.6980600000
45.4238280000,-75.6980450000
45.4238120000,-75.6980110000
45.4238060000,-75.6979630000
45.4238150000,-75.6979110000
45.4238370000,-75.6978590000
45.4238690000,-75.6978070000
45.4239010000,-75.6977560000
45.4239360000,-75.6977000000
45.4239660000,-75.6976440000
45.4239960000,-75.6975920000
45.4240240000,-75.6975590000
45.4240500000,-75.6975430000
45.4240880000,-75.6975540000
45.4241330000,-75.6975870000
45.4241780000,-75.6976340000
45.4242200000,-75.6976860000
45.4242640000,-75.6977380000
45.4243050000,-75.6977870000
45.4243470000,-75.6978300000
45.4243920000,-75.6978700000
45.4244360000,-75.6979030000
45.4244790000,-75.6979380000
45.4245180000,-75.6979740000
45.4245560000,-75.6980130000
45.4245930000,-75.6980550000
45.4246320000,-75.6981050000
45.4246730000,-75.6981560000
45.4247120000,-75.6982090000
45.4247460000,-75.6982660000
45.4247750000,-75.6983180000
45.4247980000,-75.6983720000
45.4248180000,-75.6984280000
45.4248320000,-75.6984830000
45.4248420000,-75.6985380000
45.4248490000,-75.6985950000
45.4248500000,-75.6986500000
45.4248460000,-75.6987040000
45.4248400000,-75.6987570000
45.4248320000,-75.6988130000
45.4248210000,-75.6988650000
45.4248070000,-75.6989150000
45.4247890000,-75.6989700000
45.4247720000,-75.6990200000
45.4247560000,-75.6990700000
45.4247400000,-75.6991220000
45.4247240000,-75.6991740000
45.4247050000,-75.6992280000
45.4246860000,-75.6992810000
45.4246640000,-75.6993350000
45.4246420000,-75.6993910000
45.4246170000,-75.6994510000
45.4245930000,-75.6995090000
45.4245680000,-75.6995680000
45.4245440000,-75.6996300000
45.4245280000,-75.6996940000
45.4245200000,-75.6997570000
45.4245200000,-75.6998200000
45.4245280000,-75.6998760000
45.4245400000,-75.6999170000
45.4245440000,-75.6999470000
45.4245410000,-75.6999650000
45.4245260000,-75.6999640000
45.4245100000,-75.6999430000
45.4244970000,-75.6999080000
45.4244910000,-75.6998700000
45.4244910000,-75.6998340000
45.4244950000,-75.6998090000
45.4244780000,-75.6998190000
45.4244710000,-75.6998290000
45.4244660000,-75.6998400000
45.4244510000,-75.6998600000
45.4244240000,-75.6998830000
45.4243880000,-75.6999110000
45.4243440000,-75.6999420000
45.4242980000,-75.6999770000
45.4242470000,-75.7000150000
45.4241960000,-75.7000850000
45.4241310000,-75.7001260000
45.4240600000,-75.7001590000
45.4239750000,-75.7001840000
45.4239270000,-75.7001740000
45.4238010000,-75.7001160000
45.4237330000,-75.7000710000
45.4236690000,-75.7000180000
45.4236030000,-75.6999630000
45.4235470000,-75.6999160000
45.4234860000,-75.6998630000
45.4234340000,-75.6998190000
45.4233610000,-75.6997620000
45.4233000000,-75.6997150000
45.4232520000,-75.6996770000
45.4232010000,-75.6996240000
45.4232010000,-75.6994170000
45.4232330000,-75.6993330000
45.4232560000,-75.6992820000
45.4232860000,-75.6992160000
45.4233170000,-75.6991470000
45.4233530000,-75.6990680000
45.4233830000,-75.6990020000
45.4234110000,-75.6989400000
45.4234420000,-75.6988720000
45.4234710000,-75.6988050000
45.4234990000,-75.6987410000
45.4235260000,-75.6986760000
45.4235610000,-75.6985940000
45.4235910000,-75.6985220000
45.4236180000,-75.6984580000
45.4236530000,-75.6983740000
45.4236820000,-75.6983060000
45.4237090000,-75.6982410000
45.4237360000,-75.6981760000
45.4237500000,-75.6981420000
45.4237960000,-75.6980600000
45.4238270000,-75.6979890000
45.4238490000,-75.6979210000
45.4238830000,-75.6978430000
45.4239100000,-75.6977850000
45.4239430000,-75.6977110000
45.4239790000,-75.6976290000
45.4240030000,-75.6975750000
45.4241290000,-75.6976900000
45.4241670000,-75.6977120000
45.4242110000,-75.6977480000
45.4242520000,-75.6977840000
45.4242900000,-75.6978190000
45.4243290000,-75.6978560000
45.4243710000,-75.6978910000
45.4244160000,-75.6979280000
45.4244600000,-75.6979650000
45.4245020000,-75.6979990000
45.4245420000,-75.6980350000
45.4245800000,-75.6980720000
45.4246190000,-75.6981090000
45.4246570000,-75.6981470000
45.4246940000,-75.6981830000
45.4247280000,-75.6982250000
45.4247560000,-75.6982670000
45.4247810000,-75.6983130000
45.4248010000,-75.6983650000
45.4248170000,-75.6984160000
45.4248290000,-75.6984690000
45.4248360000,-75.6985220000
45.4248400000,-75.6985740000
45.4248400000,-75.6986290000
45.4248380000,-75.6986800000
45.4248350000,-75.6987300000
45.4248260000,-75.6987830000
45.4248180000,-75.6988320000
45.4248060000,-75.6988850000
45.4247930000,-75.6989350000
45.4247820000,-75.6989800000
45.4247690000,-75.6990260000
45.4247580000,-75.6990720000
45.4247450000,-75.6991210000
45.4247310000,-75.6991700000
45.4247150000,-75.6992200000
45.4246970000,-75.6992680000
45.4246780000,-75.6993190000
45.4246570000,-75.6993720000
45.4246320000,-75.6994270000
45.4246060000,-75.6994840000
45.4245760000,-75.6995420000
45.4245470000,-75.6996010000
45.4245180000,-75.6996600000
45.4244920000,-75.6997200000
45.4244640000,-75.6997820000
45.4244350000,-75.6998450000
45.4244600000,-75.6997770000
45.4242960000,-75.6999970000
45.4242400000,-75.7000480000
45.4241560000,-75.7001120000
45.4241030000,-75.7001390000
45.4239880000,-75.7001830000
45.4239220000,-75.7001730000
45.4238060000,-75.7001190000
45.4237490000,-75.7000820000
45.4236700000,-75.7000190000
45.4236150000,-75.6999740000
45.4235490000,-75.6999170000
45.4234830000,-75.6998610000
45.4234170000,-75.6998060000
45.4233470000,-75.6997520000
45.4232880000,-75.6997050000
45.4232230000,-75.6996550000
45.4231560000,-75.6996030000
45.4231680000,-75.6995920000
45.4232210000,-75.6993590000
45.4232610000,-75.6992720000
45.4232900000,-75.6992060000
45.4233220000,-75.6991360000
45.4233490000,-75.6990780000
45.4233850000,-75.6989970000
45.4234110000,-75.6989410000
45.4234450000,-75.6988660000
45.4234740000,-75.6988000000
45.4235090000,-75.6987170000
45.4235370000,-75.6986500000
45.4235670000,-75.6985810000
45.4235930000,-75.6985180000
45.4236240000,-75.6984440000
45.4236510000,-75.6983800000
45.4236850000,-75.6982980000
45.4237170000,-75.6982220000
45.4237460000,-75.6981520000
45.4237520000,-75.6981370000
45.4238380000,-75.6979460000
45.4238630000,-75.6978900000
45.4239280000,-75.6978400000
45.4239660000,-75.6977890000
45.4239980000,-75.6977510000
45.4240440000,-75.6977090000
45.4240780000,-75.6976820000
45.4241320000,-75.6976660000
45.4241700000,-75.6977250000
45.4242090000,-75.6977500000
45.4242670000,-75.6977760000
45.4243220000,-75.6978040000
45.4243550000,-75.6978270000
45.4243930000,-75.6978640000
45.4244320000,-75.6978960000
45.4244720000,-75.6979300000
45.4245130000,-75.6979680000
45.4245540000,-75.6980020000
45.4245950000,-75.6980400000
45.4246370000,-75.6980780000
45.4246770000,-75.6981220000
45.4247130000,-75.6981680000
45.4247450000,-75.6982130000
45.4247740000,-75.6982660000
45.4247970000,-75.6983150000
45.4248160000,-75.6983640000
45.4248290000,-75.6984170000
45.4248390000,-75.6984690000
45.4248430000,-75.6985270000
45.4248450000,-75.6985800000
45.4248470000,-75.6986320000
45.4248450000,-75.6986870000
45.4248390000,-75.6987390000
45.4248300000,-75.6987900000
45.4248180000,-75.6988400000
45.4248060000,-75.6988870000
45.4247930000,-75.6989360000
45.4247770000,-75.6989890000
45.4247620000,-75.6990400000
45.4247450000,-75.6990930000
45.4247300000,-75.6991440000
45.4247170000,-75.6991970000
45.4247030000,-75.6992500000
45.4246890000,-75.6993060000
45.4246720000,-75.6993580000
45.4246530000,-75.6994090000
45.4246320000,-75.6994620000
45.4246080000,-75.6995160000
45.4245820000,-75.6995710000
45.4245530000,-75.6996280000
45.4245220000,-75.6996820000
45.4244870000,-75.6997360000
45.4244510000,-75.6997880000
45.4244120000,-75.6998380000
45.4243710000,-75.6998880000
45.4243340000,-75.6999540000
45.4242800000,-75.7000120000
45.4242220000,-75.7000630000
45.4241550000,-75.7001120000
45.4240760000,-75.7001510000
45.4239910000,-75.7001830000
45.4238080000,-75.7001200000
45.4237360000,-75.7000730000
45.4236680000,-75.7000180000
45.4236100000,-75.6999690000
45.4235470000,-75.6999150000
45.4234910000,-75.6998670000
45.4234370000,-75.6998220000
45.4233740000,-75.6997720000
45.4233190000,-75.6997290000
45.4232660000,-75.6996890000
45.4232250000,-75.6996560000
45.4232000000,-75.6996140000
45.4232320000,-75.6993340000
45.4232620000,-75.6992690000
45.4232930000,-75.6992000000
45.4233240000,-75.6991310000
45.4233840000,-75.6989990000
45.4234700000,-75.6988070000
45.4235040000,-75.6987290000
45.4235330000,-75.6986600000
45.4235640000,-75.6985870000
45.4235960000,-75.6985100000
45.4236250000,-75.6984420000
45.4236570000,-75.6983640000
45.4236890000,-75.6982890000
45.4237180000,-75.6982180000
45.4237490000,-75.6981450000
45.4238370000,-75.6979470000
45.4238700000,-75.6978730000
45.4239060000,-75.6977930000
45.4239500000,-75.6976930000
45.4239700000,-75.6976500000
45.4239920000,-75.6976000000
45.4240040000,-75.6975740000
45.4240900000,-75.6975800000
45.4241190000,-75.6975620000
45.4241490000,-75.6975620000
45.4241540000,-75.6975790000
45.4241460000,-75.6976130000
45.4241210000,-75.6976560000
45.4240930000,-75.6976940000
45.4240680000,-75.6977310000
45.4240480000,-75.6977650000
45.4240290000,-75.6977990000
45.4240110000,-75.6978280000
45.4239960000,-75.6978490000
45.4239810000,-75.6978690000
45.4239680000,-75.6978870000
45.4239550000,-75.6979040000
45.4239440000,-75.6979200000
45.4239340000,-75.6979320000
45.4239250000,-75.6979440000
45.4239160000,-75.6979550000
45.4239070000,-75.6979670000
45.4238910000,-75.6979770000
45.4238780000,-75.6979770000
45.4238610000,-75.6979760000
45.4238470000,-75.6979800000
45.4238340000,-75.6979880000
45.4238200000,-75.6979990000
45.4238090000,-75.6980120000
45.4237980000,-75.6980250000
45.4237900000,-75.6980400000
45.4237810000,-75.6980570000
45.4237720000,-75.6980710000
45.4237640000,-75.6980840000
45.4237530000,-75.6980960000
45.4237420000,-75.6981070000
45.4237350000,-75.6981170000
45.4237290000,-75.6981280000
45.4237210000,-75.6981340000
45.4237040000,-75.6981190000
45.4236980000,-75.6981010000
45.4236890000,-75.6980910000
45.4236730000,-75.6980870000
45.4236340000,-75.6980380000
45.4236040000,-75.6980040000
45.4235720000,-75.6979330000
45.4235560000,-75.6978710000
45.4235620000,-75.6978050000
45.4235600000,-75.6977420000
45.4236050000,-75.6977120000
45.4236260000,-75.6976610000
45.4236540000,-75.6976290000
45.4236730000,-75.6975930000
45.4236890000,-75.6975530000
45.4237110000,-75.6975280000
45.4237320000,-75.6974940000
45.4237420000,-75.6974630000
45.4237540000,-75.6974220000
45.4237630000,-75.6973860000
45.4237590000,-75.6973560000
45.4237510000,-75.6973220000
45.4237460000,-75.6972830000
45.4237490000,-75.6972460000
45.4237610000,-75.6972120000
45.4237780000,-75.6971800000
45.4237930000,-75.6971490000
45.4238080000,-75.6971210000
45.4238220000,-75.6970940000
45.4238340000,-75.6970660000
45.4238460000,-75.6970390000
45.4238570000,-75.6970130000
45.4238670000,-75.6969870000
45.4238760000,-75.6969620000
45.4238850000,-75.6969370000
45.4238930000,-75.6969150000
45.4239000000,-75.6968930000
45.4239060000,-75.6968700000
45.4239130000,-75.6968470000
45.4239230000,-75.6968240000
45.4239350000,-75.6967930000
45.4239520000,-75.6967560000
45.4239690000,-75.6967130000
45.4239910000,-75.6966620000
45.4240130000,-75.6966030000
45.4240200000,-75.6965370000
45.4239590000,-75.6964590000
45.4239260000,-75.6963770000
45.4238950000,-75.6963060000
45.4238530000,-75.6962380000
45.4238000000,-75.6962080000
45.4237920000,-75.6961890000
45.4237620000,-75.6961170000
45.4237500000,-75.6960900000
45.4237690000,-75.6961350000
45.4237970000,-75.6962000000
45.4238110000,-75.6962340000
45.4238190000,-75.6962530000
45.4238220000,-75.6962200000
45.4239680000,-75.6960300000
45.4240130000,-75.6959750000
45.4240540000,-75.6959030000
45.4240930000,-75.6958210000
45.4241240000,-75.6957510000
45.4241670000,-75.6956760000
45.4242100000,-75.6955990000
45.4242570000,-75.6955230000
45.4242930000,-75.6954450000
45.4243290000,-75.6953820000
45.4242940000,-75.6953090000
45.4242800000,-75.6952310000
45.4242550000,-75.6951730000
45.4242280000,-75.6951090000
45.4241940000,-75.6950560000
45.4241550000,-75.6950110000
45.4241310000,-75.6949540000
45.4241970000,-75.6949100000
45.4242420000,-75.6949110000
45.4242860000,-75.6949150000
45.4243320000,-75.6949070000
45.4243780000,-75.6948900000
45.4244230000,-75.6948660000
45.4244640000,-75.6948310000
45.4245000000,-75.6947900000
45.4245370000,-75.6947500000
45.4245820000,-75.6947160000
45.4246290000,-75.6946850000
45.4246760000,-75.6946590000
45.4247290000,-75.6946450000
45.4247570000,-75.6946530000
45.4247650000,-75.6946780000
45.4247580000,-75.6947070000
45.4247390000,-75.6947390000
45.4247130000,-75.6947630000
45.4246930000,-75.6947860000
45.4246830000,-75.6948050000
45.4246770000,-75.6948170000
45.4246740000,-75.6948310000
45.4246620000,-75.6948360000
45.4246560000,-75.6948460000
45.4246660000,-75.6948610000
45.4246870000,-75.6948560000
45.4247190000,-75.6948880000
45.4247360000,-75.6948960000
45.4247580000,-75.6949020000
45.4247820000,-75.6948950000
45.4248060000,-75.6948860000
45.4248380000,-75.6948780000
45.4248730000,-75.6948700000
45.4249060000,-75.6948660000
45.4249370000,-75.6948590000
45.4249660000,-75.6948520000
45.4249980000,-75.6948540000
45.4250350000,-75.6948570000
45.4250650000,-75.6948590000
45.4250890000,-75.6948510000
45.4251060000,-75.6948280000
45.4251190000,-75.6948030000
45.4251280000,-75.6947900000
45.4251370000,-75.6947850000
45.4251390000,-75.6947630000
45.4251380000,-75.6947410000
45.4251400000,-75.6947120000
45.4251450000,-75.6946670000
45.4251540000,-75.6946150000
45.4251670000,-75.6945640000
45.4251820000,-75.6945200000
45.4251990000,-75.6944900000
45.4252050000,-75.6945000000
45.4252030000,-75.6945200000
45.4251980000,-75.6945420000
45.4251930000,-75.6945560000
45.4251880000,-75.6945710000
45.4251880000,-75.6945560000
45.4251870000,-75.6945410000
45.4251860000,-75.6945580000
45.4251970000,-75.6946070000
45.4252090000,-75.6946290000
45.4252050000,-75.6945960000
45.4251810000,-75.6945860000
45.4251840000,-75.6945700000
45.4251840000,-75.6945520000
45.4251850000,-75.6945280000
45.4251850000,-75.6944850000
45.4251820000,-75.6944630000
45.4251780000,-75.6944470000
45.4251740000,-75.6944890000
45.4251660000,-75.6945110000
45.4251460000,-75.6944620000
45.4251330000,-75.6944160000
45.4251230000,-75.6943590000
45.4251310000,-75.6942920000
45.4251460000,-75.6942230000
45.4251710000,-75.6941610000
45.4252010000,-75.6941010000
45.4252540000,-75.6941310000
45.4253270000,-75.6941770000
45.4253570000,-75.6942330000
45.4253860000,-75.6942760000
45.4254350000,-75.6942970000
45.4254860000,-75.6943260000
45.4255150000,-75.6943650000
45.4255450000,-75.6944030000
45.4255980000,-75.6944590000
45.4256590000,-75.6944600000
45.4256840000,-75.6944870000
45.4257340000,-75.6945060000
45.4257640000,-75.6945690000
45.4257900000,-75.6946330000
45.4258020000,-75.6946980000
45.4258540000,-75.6947180000
45.4259000000,-75.6947430000
45.4259410000,-75.6947810000
45.4259810000,-75.6948200000
45.4260150000,-75.6948540000
45.4260440000,-75.6948840000
45.4260740000,-75.6949180000
45.4261090000,-75.6949540000
45.4261420000,-75.6949910000
45.4261750000,-75.6950300000
45.4262130000,-75.6950680000
45.4262490000,-75.6951040000
45.4262860000,-75.6951400000
45.4263240000,-75.6951710000
45.4263610000,-75.6951950000
45.4264010000,-75.6952190000
45.4264450000,-75.6952480000
45.4264830000,-75.6952810000
45.4265180000,-75.6953160000
45.4265490000,-75.6953500000
45.4265790000,-75.6953800000
45.4266080000,-75.6954110000
45.4266410000,-75.6954390000
45.4266750000,-75.6954620000
45.4267140000,-75.6954770000
45.4267530000,-75.6954970000
45.4267920000,-75.6955260000
45.4268320000,-75.6955540000
45.4268730000,-75.6955820000
45.4269120000,-75.6956090000
45.4269500000,-75.6956350000
45.4269860000,-75.6956620000
45.4270220000,-75.6956890000
45.4270570000,-75.6957200000
45.4270910000,-75.6957510000
45.4271200000,-75.6957830000
45.4271560000,-75.6958250000
45.4271950000,-75.6958440000
45.4272260000,-75.6958830000
45.4272640000,-75.6959050000
45.4272960000,-75.6959260000
45.4273310000,-75.6959600000
45.4273700000,-75.6959870000
45.4274070000,-75.6960210000
45.4274410000,-75.6960650000
45.4274790000,-75.6961030000
45.4275150000,-75.6961470000
45.4275460000,-75.6961860000
45.4275710000,-75.6962360000
45.4276180000,-75.6962760000
45.4276550000,-75.6963160000
45.4277090000,-75.6963480000
45.4277480000,-75.6963840000
45.4277880000,-75.6964080000
45.4278300000,-75.6964530000
45.4278730000,-75.6965010000
45.4279130000,-75.6965340000
45.4279620000,-75.6965790000
45.4280340000,-75.6965990000
45.4280860000,-75.6966280000
45.4281350000,-75.6966550000
45.4281800000,-75.6966880000
45.4282160000,-75.6967200000
45.4282490000,-75.6967650000
45.4282640000,-75.6968280000
45.4282810000,-75.6968800000
45.4282910000,-75.6969410000
45.4282870000,-75.6969990000
45.4282640000,-75.6970390000
45.4282350000,-75.6970610000
45.4282030000,-75.6970690000
45.4281800000,-75.6970630000
45.4281660000,-75.6970530000
45.4281680000,-75.6970390000
45.4281860000,-75.6970170000
45.4282100000,-75.6969940000
45.4282330000,-75.6969680000
45.4282560000,-75.6969390000
45.4282750000,-75.6969110000
45.4282890000,-75.6968830000
45.4283010000,-75.6968650000
45.4283130000,-75.6968600000
45.4283280000,-75.6968690000
45.4283440000,-75.6968830000
45.4283630000,-75.6968960000
45.4283860000,-75.6969080000
45.4284090000,-75.6969200000
45.4284310000,-75.6969370000
45.4284500000,-75.6969570000
45.4284660000,-75.6969790000
45.4284740000,-75.6970060000
45.4284780000,-75.6970420000
45.4284820000,-75.6970800000
45.4284890000,-75.6971120000
45.4285040000,-75.6971310000
45.4285200000,-75.6971460000
45.4285360000,-75.6971610000
45.4285530000,-75.6971800000
45.4285680000,-75.6972040000
45.4285810000,-75.6972280000
45.4285940000,-75.6972520000
45.4286030000,-75.6972800000
45.4286080000,-75.6973100000
45.4286000000,-75.6973290000
45.4285830000,-75.6973250000
45.4285660000,-75.6973000000
45.4285580000,-75.6972700000
45.4285510000,-75.6972360000
45.4285440000,-75.6972060000
45.4285380000,-75.6971850000
45.4285330000,-75.6971690000
45.4285300000,-75.6971530000
45.4285300000,-75.6971360000
45.4285340000,-75.6971220000
45.4285410000,-75.6971070000
45.4285490000,-75.6970850000
45.4285540000,-75.6970620000
45.4285540000,-75.6970430000
45.4285480000,-75.6970310000
45.4285380000,-75.6970240000
45.4285270000,-75.6970100000
45.4285270000,-75.6969970000
45.4285300000,-75.6969840000
45.4285280000,-75.6969460000
45.4285280000,-75.6968980000
45.4285340000,-75.6968680000
45.4285370000,-75.6968480000
45.4285400000,-75.6968260000
45.4285680000,-75.6967590000
45.4285870000,-75.6967200000
45.4286020000,-75.6966640000
45.4286140000,-75.6965970000
45.4286210000,-75.6965250000
45.4286320000,-75.6964420000
45.4285840000,-75.6963430000
45.4285950000,-75.6962990000
45.4286210000,-75.6962130000
45.4286550000,-75.6961130000
45.4286710000,-75.6960670000
45.4287370000,-75.6959040000
45.4287690000,-75.6958280000
45.4287920000,-75.6957730000
45.4288150000,-75.6957150000
45.4288410000,-75.6956540000
45.4288620000,-75.6956010000
45.4288870000,-75.6955400000
45.4289090000,-75.6954870000
45.4289300000,-75.6954360000
45.4289540000,-75.6953790000
45.4289770000,-75.6953230000
45.4289960000,-75.6952760000
45.4290140000,-75.6952320000
45.4290410000,-75.6951670000
45.4290630000,-75.6951150000
45.4290820000,-75.6950690000
45.4291020000,-75.6950200000
45.4291240000,-75.6949670000
45.4291440000,-75.6949200000
45.4291650000,-75.6948690000
45.4291790000,-75.6948360000
45.4291940000,-75.6947980000
45.4292100000,-75.6947610000
45.4292210000,-75.6947330000
45.4292310000,-75.6947100000
45.4292440000,-75.6946780000
45.4292600000,-75.6946400000
45.4292750000,-75.6946030000
45.4292910000,-75.6945660000
45.4292990000,-75.6945470000
45.4292960000,-75.6945680000
45.4292880000,-75.6945890000
45.4293390000,-75.6946110000
45.4293370000,-75.6946370000
45.4293450000,-75.6946210000
45.4293450000,-75.6946050000
45.4293470000,-75.6945790000
45.4293550000,-75.6945380000
45.4293730000,-75.6944840000
45.4293970000,-75.6944290000
45.4294270000,-75.6943670000
45.4294610000,-75.6943020000
45.4294450000,-75.6941940000
45.4294580000,-75.6941620000
45.4294890000,-75.6940870000
45.4295030000,-75.6940530000
45.4295450000,-75.6939520000
45.4295060000,-75.6940470000
45.4296070000,-75.6938010000
45.4296460000,-75.6937060000
45.4296890000,-75.6936020000
45.4297320000,-75.6934970000
45.4297680000,-75.6934100000
45.4298060000,-75.6933190000
45.4298420000,-75.6932320000
45.4298830000,-75.6931330000
45.4299200000,-75.6930420000
45.4299580000,-75.6929500000
45.4300000000,-75.6928490000
45.4300360000,-75.6927600000
45.4300740000,-75.6926700000
45.4301120000,-75.6925790000
45.4301480000,-75.6924920000
45.4301770000,-75.6924220000
45.4302070000,-75.6923500000
45.4302330000,-75.6922860000
45.4303980000,-75.6924160000
45.4304620000,-75.6924700000
45.4305170000,-75.6925170000
45.4305690000,-75.6925610000
45.4306190000,-75.6926040000
45.4306720000,-75.6926290000
45.4307030000,-75.6926750000
45.4307390000,-75.6926910000
45.4307260000,-75.6927240000
45.4306860000,-75.6927370000
45.4306500000,-75.6927280000
45.4306160000,-75.6927100000
45.4305870000,-75.6926790000
45.4305590000,-75.6926440000
45.4305310000,-75.6926120000
45.4304960000,-75.6925780000
45.4304600000,-75.6925440000
45.4304250000,-75.6925090000
45.4303890000,-75.6924740000
45.4303500000,-75.6924340000
45.4303090000,-75.6923920000
45.4302690000,-75.6923530000
45.4302260000,-75.6923110000
45.4301840000,-75.6922730000
45.4301410000,-75.6922310000
45.4300990000,-75.6921860000
45.4300630000,-75.6921290000
45.4300180000,-75.6920910000
45.4299770000,-75.6920560000
45.4299290000,-75.6920140000
45.4298860000,-75.6919770000
45.4298350000,-75.6919330000
45.4297920000,-75.6918970000
45.4297440000,-75.6918550000
45.4296980000,-75.6918160000
45.4296510000,-75.6917750000
45.4296090000,-75.6917390000
45.4295040000,-75.6915810000
45.4294450000,-75.6915990000
45.4294270000,-75.6914960000
45.4293890000,-75.6914560000
45.4293490000,-75.6914180000
45.4293100000,-75.6913830000
45.4292720000,-75.6913520000
45.4292320000,-75.6913190000
45.4291930000,-75.6912870000
45.4291520000,-75.6912520000
45.4291100000,-75.6912180000
45.4290710000,-75.6911900000
45.4290280000,-75.6911600000
45.4289830000,-75.6911290000
45.4289390000,-75.6910970000
45.4288950000,-75.6910590000
45.4288530000,-75.6910220000
45.4288120000,-75.6909910000
45.4287710000,-75.6909600000
45.4287280000,-75.6909280000
45.4286870000,-75.6908930000
45.4286490000,-75.6908580000
45.4286120000,-75.6908240000
45.4285760000,-75.6907930000
45.4285450000,-75.6907660000
45.4285140000,-75.6907390000
45.4284840000,-75.6907120000
45.4284550000,-75.6906860000
45.4284270000,-75.6906640000
45.4283280000,-75.6906200000
45.4283990000,-75.6906480000
45.4283720000,-75.6906360000
45.4283470000,-75.6906260000
45.4283120000,-75.6906150000
45.4282940000,-75.6906010000
45.4282730000,-75.6905820000
45.4281400000,-75.6904760000
45.4282540000,-75.6905590000
45.4282340000,-75.6905370000
45.4281070000,-75.6904380000
45.4282100000,-75.6905180000
45.4281890000,-75.6905040000
45.4281710000,-75.6904960000
45.4281550000,-75.6904870000
45.4281270000,-75.6904630000
45.4281170000,-75.6904490000
45.4280980000,-75.6904290000
45.4281070000,-75.6904420000
45.4281090000,-75.6904580000
45.4279690000,-75.6903320000
45.4278240000,-75.6901970000
45.4277850000,-75.6901530000
45.4280900000,-75.6904470000
45.4280800000,-75.6904370000
45.4280590000,-75.6904120000
45.4280370000,-75.6903840000
45.4280060000,-75.6903540000
45.4279310000,-75.6903120000
45.4278930000,-75.6902900000
45.4278550000,-75.6902420000
45.4277190000,-75.6901450000
45.4276750000,-75.6901090000
45.4276270000,-75.6900680000
45.4275910000,-75.6900390000
45.4275510000,-75.6900050000
45.4275050000,-75.6899670000
45.4274540000,-75.6899240000
45.4274140000,-75.6898910000
45.4273700000,-75.6898540000
45.4273210000,-75.6898130000
45.4272750000,-75.6897750000
45.4269820000,-75.6894120000
45.4272340000,-75.6897400000
45.4271920000,-75.6896950000
45.4271430000,-75.6896630000
45.4268650000,-75.6892910000
45.4271090000,-75.6896200000
45.4270740000,-75.6895720000
45.4270450000,-75.6895160000
45.4270150000,-75.6894610000
45.4269450000,-75.6893670000
45.4269070000,-75.6893280000
45.4268210000,-75.6892560000
45.4267820000,-75.6892240000
45.4267480000,-75.6891910000
45.4265670000,-75.6890290000
45.4267150000,-75.6891610000
45.4266860000,-75.6891340000
45.4266580000,-75.6891110000
45.4266340000,-75.6890920000
45.4266110000,-75.6890730000
45.4265870000,-75.6890480000
45.4265550000,-75.6890250000
45.4265380000,-75.6890360000
45.4265120000,-75.6890650000
45.4264800000,-75.6891080000
45.4264460000,-75.6891490000
45.4264120000,-75.6891890000
45.4263820000,-75.6892290000
45.4263570000,-75.6892640000
45.4263320000,-75.6892980000
45.4263010000,-75.6893310000
45.4262730000,-75.6893770000
45.4262520000,-75.6894320000
45.4262350000,-75.6894900000
45.4262190000,-75.6895570000
